unique_id,ds,y
AAPL,2015-07-01,28.354204177856445
AAPL,2015-07-02,28.318368911743164
AAPL,2015-07-06,28.219825744628906
AAPL,2015-07-07,28.150388717651367
AAPL,2015-07-08,27.45161247253418
AAPL,2015-07-09,26.891698837280273
AAPL,2015-07-10,27.61062240600586
AAPL,2015-07-13,28.143678665161133
AAPL,2015-07-14,28.132476806640625
AAPL,2015-07-15,28.40346908569336
AAPL,2015-07-16,28.781978607177734
AAPL,2015-07-17,29.03058433532715
AAPL,2015-07-20,29.579303741455078
AAPL,2015-07-21,29.283666610717773
AAPL,2015-07-22,28.04512596130371
AAPL,2015-07-23,28.03169059753418
AAPL,2015-07-24,27.883869171142578
AAPL,2015-07-27,27.496400833129883
AAPL,2015-07-28,27.633024215698242
AAPL,2015-07-29,27.545686721801758
AAPL,2015-07-30,27.406824111938477
AAPL,2015-07-31,27.167177200317383
AAPL,2015-08-03,26.526628494262695
AAPL,2015-08-04,25.675559997558594
AAPL,2015-08-05,25.84577751159668
AAPL,2015-08-06,25.902023315429688
AAPL,2015-08-07,25.989757537841797
AAPL,2015-08-10,26.934677124023438
AAPL,2015-08-11,25.53305435180664
AAPL,2015-08-12,25.926761627197266
AAPL,2015-08-13,25.906517028808594
AAPL,2015-08-14,26.08875274658203
AAPL,2015-08-17,26.358726501464844
AAPL,2015-08-18,26.210241317749023
AAPL,2015-08-19,25.87502670288086
AAPL,2015-08-20,25.34406280517578
AAPL,2015-08-21,23.793954849243164
AAPL,2015-08-24,23.200000762939453
AAPL,2015-08-25,23.33949089050293
AAPL,2015-08-26,24.678123474121094
AAPL,2015-08-27,25.404809951782227
AAPL,2015-08-28,25.488052368164062
AAPL,2015-08-31,25.36880874633789
AAPL,2015-09-01,24.234914779663086
AAPL,2015-09-02,25.274316787719727
AAPL,2015-09-03,24.83110809326172
AAPL,2015-09-04,24.583637237548828
AAPL,2015-09-08,25.267568588256836
AAPL,2015-09-09,24.781612396240234
AAPL,2015-09-10,25.326068878173828
AAPL,2015-09-11,25.69503402709961
AAPL,2015-09-14,25.9425106048584
AAPL,2015-09-15,26.16074562072754
AAPL,2015-09-16,26.189990997314453
AAPL,2015-09-17,25.629793167114258
AAPL,2015-09-18,25.5240478515625
AAPL,2015-09-21,25.920019149780273
AAPL,2015-09-22,25.512805938720703
AAPL,2015-09-23,25.71978759765625
AAPL,2015-09-24,25.87276840209961
AAPL,2015-09-25,25.80752944946289
AAPL,2015-09-28,25.29681396484375
AAPL,2015-09-29,24.53638458251953
AAPL,2015-09-30,24.815357208251953
AAPL,2015-10-01,24.65337562561035
AAPL,2015-10-02,24.833356857299805
AAPL,2015-10-05,24.923357009887695
AAPL,2015-10-06,25.042591094970703
AAPL,2015-10-07,24.923357009887695
AAPL,2015-10-08,24.6353816986084
AAPL,2015-10-09,25.224830627441406
AAPL,2015-10-12,25.107837677001953
AAPL,2015-10-13,25.150585174560547
AAPL,2015-10-14,24.79511070251465
AAPL,2015-10-15,25.16633415222168
AAPL,2015-10-16,24.981853485107422
AAPL,2015-10-19,25.1370849609375
AAPL,2015-10-20,25.596044540405273
AAPL,2015-10-21,25.593793869018555
AAPL,2015-10-22,25.985261917114258
AAPL,2015-10-23,26.79068946838379
AAPL,2015-10-26,25.935766220092773
AAPL,2015-10-27,25.771522521972656
AAPL,2015-10-28,26.83342933654785
AAPL,2015-10-29,27.116910934448242
AAPL,2015-10-30,26.88518524169922
AAPL,2015-11-02,27.26315689086914
AAPL,2015-11-03,27.575870513916016
AAPL,2015-11-04,27.4476261138916
AAPL,2015-11-05,27.321115493774414
AAPL,2015-11-06,27.352737426757812
AAPL,2015-11-09,27.242019653320312
AAPL,2015-11-10,26.38343620300293
AAPL,2015-11-11,26.234317779541016
AAPL,2015-11-12,26.14620590209961
AAPL,2015-11-13,25.382505416870117
AAPL,2015-11-16,25.798242568969727
AAPL,2015-11-17,25.68753433227539
AAPL,2015-11-18,26.500926971435547
AAPL,2015-11-19,26.837581634521484
AAPL,2015-11-20,26.955074310302734
AAPL,2015-11-23,26.6048583984375
AAPL,2015-11-24,26.860183715820312
AAPL,2015-11-25,26.66812515258789
AAPL,2015-11-27,26.618419647216797
AAPL,2015-11-30,26.729129791259766
AAPL,2015-12-01,26.512222290039062
AAPL,2015-12-02,26.272729873657227
AAPL,2015-12-03,26.028705596923828
AAPL,2015-12-04,26.894071578979492
AAPL,2015-12-07,26.7246150970459
AAPL,2015-12-08,26.71331214904785
AAPL,2015-12-09,26.123607635498047
AAPL,2015-12-10,26.247879028320312
AAPL,2015-12-11,25.57230567932129
AAPL,2015-12-14,25.41413688659668
AAPL,2015-12-15,24.964509963989258
AAPL,2015-12-16,25.15656280517578
AAPL,2015-12-17,24.62333869934082
AAPL,2015-12-18,23.956806182861328
AAPL,2015-12-21,24.25052833557129
AAPL,2015-12-22,24.227935791015625
AAPL,2015-12-23,24.53974151611328
AAPL,2015-12-24,24.408689498901367
AAPL,2015-12-28,24.135299682617188
AAPL,2015-12-29,24.56911277770996
AAPL,2015-12-30,24.248268127441406
AAPL,2015-12-31,23.78282928466797
AAPL,2016-01-04,23.80316734313965
AAPL,2016-01-05,23.206668853759766
AAPL,2016-01-06,22.75252342224121
AAPL,2016-01-07,21.792261123657227
AAPL,2016-01-08,21.90749168395996
AAPL,2016-01-11,22.262226104736328
AAPL,2016-01-12,22.585323333740234
AAPL,2016-01-13,22.004648208618164
AAPL,2016-01-14,22.485912322998047
AAPL,2016-01-15,21.945903778076172
AAPL,2016-01-19,21.8397159576416
AAPL,2016-01-20,21.869091033935547
AAPL,2016-01-21,21.758371353149414
AAPL,2016-01-22,22.915205001831055
AAPL,2016-01-25,22.46783447265625
AAPL,2016-01-26,22.592103958129883
AAPL,2016-01-27,21.107654571533203
AAPL,2016-01-28,21.25904083251953
AAPL,2016-01-29,21.993350982666016
AAPL,2016-02-01,21.787748336791992
AAPL,2016-02-02,21.347156524658203
AAPL,2016-02-03,21.76966667175293
AAPL,2016-02-04,21.944591522216797
AAPL,2016-02-05,21.35848617553711
AAPL,2016-02-08,21.583391189575195
AAPL,2016-02-09,21.57884407043457
AAPL,2016-02-10,21.415285110473633
AAPL,2016-02-11,21.285799026489258
AAPL,2016-02-12,21.351673126220703
AAPL,2016-02-16,21.953672409057617
AAPL,2016-02-17,22.289888381958008
AAPL,2016-02-18,21.867353439331055
AAPL,2016-02-19,21.817378997802734
AAPL,2016-02-22,22.008195877075195
AAPL,2016-02-23,21.510698318481445
AAPL,2016-02-24,21.831005096435547
AAPL,2016-02-25,21.98093605041504
AAPL,2016-02-26,22.0150146484375
AAPL,2016-02-29,21.965028762817383
AAPL,2016-03-01,22.837369918823242
AAPL,2016-03-02,22.887346267700195
AAPL,2016-03-03,23.05772590637207
AAPL,2016-03-04,23.4007511138916
AAPL,2016-03-07,23.141769409179688
AAPL,2016-03-08,22.950950622558594
AAPL,2016-03-09,22.971393585205078
AAPL,2016-03-10,22.982751846313477
AAPL,2016-03-11,23.230375289916992
AAPL,2016-03-14,23.28943634033203
AAPL,2016-03-15,23.757402420043945
AAPL,2016-03-16,24.073171615600586
AAPL,2016-03-17,24.0345516204834
AAPL,2016-03-18,24.061809539794922
AAPL,2016-03-21,24.059541702270508
AAPL,2016-03-22,24.243547439575195
AAPL,2016-03-23,24.109516143798828
AAPL,2016-03-24,24.005020141601562
AAPL,2016-03-28,23.895977020263672
AAPL,2016-03-29,24.46162986755371
AAPL,2016-03-30,24.888708114624023
AAPL,2016-03-31,24.759218215942383
AAPL,2016-04-01,24.986391067504883
